"business_id","Score","date","type"
36645,"90","20130222","routine"
3665,"100","20130311","routine"
36673,"94","20130128","routine"
36687,"96","20130124","routine"
36707,"87","20130211","routine"
36744,"100","20130426","routine"
36749,"94","20130415","routine"
3675,"71","20130115","routine"
36758,"90","20130213","routine"
3676,"90","20130107","routine"
3678,"81","20130131","routine"
36817,"98","20130503","routine"
36839,"96","20130423","routine"
36840,"91","20130430","routine"
36844,"84","20130215","routine"
3685,"78","20130416","routine"
36850,"94","20130305","routine"
36861,"86","20130402","routine"
36863,"94","20130129","routine"
36876,"77","20130429","routine"
36892,"92","20130307","routine"
36911,"96","20130319","routine"
36928,"85","20130501","routine"
36929,"98","20130305","routine"
3693,"72","20130409","routine"
3696,"87","20130131","routine"
37,"96","20130130","routine"
37021,"96","20130318","routine"
37053,"100","20130116","routine"
37090,"96","20130221","routine"
37141,"98","20130129","routine"
3715,"98","20130426","routine"
37151,"85","20130102","routine"
37152,"79","20130227","routine"
37234,"100","20130109","routine"
37237,"88","20130320","routine"
37252,"89","20130415","routine"
37256,"92","20130108","routine"
3729,"81","20130110","routine"
37297,"100","20130419","routine"
3731,"94","20130212","routine"
37319,"100","20130405","routine"
3734,"76","20130214","routine"
37344,"86","20130430","routine"
37363,"94","20130305","routine"
37364,"100","20130304","routine"
3738,"90","20130205","routine"
3739,"90","20130207","routine"
37390,"100","20130221","routine"
37395,"77","20130103","routine"
37398,"68","20130219","routine"
37407,"85","20130409","routine"
3741,"77","20130214","routine"
37421,"92","20130325","routine"
3743,"96","20130321","routine"
37455,"86","20130108","routine"
37456,"91","20130111","routine"
37462,"84","20130107","routine"
37480,"94","20130306","routine"
37482,"80","20130222","routine"
3750,"90","20130307","routine"
37507,"100","20130318","routine"
3752,"94","20130430","routine"
37535,"98","20130318","routine"
37549,"82","20130320","routine"
37593,"90","20130417","routine"
3761,"85","20130501","routine"
37650,"81","20130326","routine"
37651,"93","20130408","routine"
37656,"100","20130327","routine"
37668,"82","20130128","routine"
37669,"96","20130212","routine"
37682,"92","20130319","routine"
37698,"98","20130213","routine"
3770,"80","20130418","routine"
37732,"98","20130403","routine"
3779,"100","20130124","routine"
37818,"79","20130122","routine"
37820,"92","20130206","routine"
37832,"88","20130122","routine"
3784,"79","20130227","routine"
37855,"98","20130301","routine"
379,"91","20130329","routine"
3790,"100","20130124","routine"
3791,"94","20130124","routine"
3794,"92","20130506","routine"
3796,"100","20130425","routine"
37969,"87","20130102","routine"
3797,"100","20130306","routine"
3798,"96","20130306","routine"
37986,"94","20130102","routine"
3799,"96","20130306","routine"
38006,"100","20130208","routine"
3802,"94","20130226","routine"
38067,"94","20130423","routine"
38083,"92","20130104","routine"
3809,"100","20130228","routine"
38112,"92","20130501","routine"
38126,"100","20130318","routine"
38139,"100","20130128","routine"
38146,"96","20130318","routine"
3815,"88","20130104","routine"
38155,"89","20130422","routine"
3816,"62","20130116","routine"
3817,"72","20130108","routine"
38179,"92","20130313","routine"
38182,"96","20130103","routine"
38197,"100","20130214","routine"
38202,"90","20130424","routine"
3822,"68","20130107","routine"
38247,"92","20130422","routine"
38258,"87","20130321","routine"
38271,"92","20130424","routine"
383,"94","20130110","routine"
3830,"92","20130220","routine"
38307,"90","20130508","routine"
38330,"100","20130430","routine"
38368,"96","20130321","routine"
38369,"83","20130319","routine"
38379,"92","20130313","routine"
3839,"78","20130424","routine"
38404,"83","20130508","routine"
38427,"77","20130513","routine"
38442,"86","20130220","routine"
3846,"98","20130110","routine"
38479,"90","20130122","routine"
385,"100","20130415","routine"
3855,"96","20130208","routine"
38563,"79","20130416","routine"
38564,"81","20130426","routine"
38566,"100","20130104","routine"
38585,"90","20130122","routine"
38606,"94","20130312","routine"
38610,"88","20130318","routine"
3862,"78","20130402","routine"
38649,"96","20130306","routine"
3868,"91","20130415","routine"
38688,"85","20130402","routine"
3869,"94","20130115","routine"
38698,"94","20130327","routine"
38709,"96","20130308","routine"
3874,"85","20130118","routine"
38782,"96","20130211","routine"
38784,"100","20130305","routine"
38788,"98","20130314","routine"
38798,"96","20130320","routine"
38808,"94","20130415","routine"
3885,"92","20130509","routine"
38875,"87","20130503","routine"
3888,"94","20130129","routine"
38885,"100","20130108","routine"
38890,"78","20130115","routine"
389,"100","20130228","routine"
38917,"75","20130403","routine"
3892,"75","20130123","routine"
38979,"96","20130227","routine"
3899,"90","20130425","routine"
39024,"80","20130128","routine"
39025,"86","20130215","routine"
39049,"100","20130214","routine"
39052,"94","20130312","routine"
39053,"85","20130211","routine"
39054,"82","20130227","routine"
3911,"94","20130508","routine"
39119,"92","20130220","routine"
39169,"92","20130501","routine"
39177,"85","20130318","routine"
39179,"78","20130430","routine"
3924,"100","20130319","routine"
3926,"87","20130204","routine"
3929,"100","20130117","routine"
393,"96","20130429","routine"
39327,"89","20130130","routine"
3935,"94","20130211","routine"
3936,"90","20130424","routine"
39396,"71","20130416","routine"
39398,"96","20130123","routine"
39399,"98","20130327","routine"
394,"100","20130509","routine"
39401,"96","20130204","routine"
39403,"96","20130114","routine"
39420,"100","20130124","routine"
39495,"98","20130425","routine"
395,"100","20130509","routine"
3951,"90","20130122","routine"
39513,"100","20130510","routine"
3953,"76","20130415","routine"
39551,"92","20130118","routine"
39574,"78","20130320","routine"
39586,"71","20130118","routine"
3959,"94","20130327","routine"
39606,"94","20130219","routine"
39608,"90","20130425","routine"
39615,"96","20130227","routine"
39625,"84","20130313","routine"
39648,"96","20130509","routine"
39667,"96","20130412","routine"
39687,"90","20130402","routine"
39695,"94","20130315","routine"
3976,"93","20130405","routine"
3977,"90","20130405","routine"
39776,"94","20130315","routine"
3978,"96","20130405","routine"
39793,"92","20130227","routine"
39808,"90","20130313","routine"
39810,"94","20130221","routine"
39824,"96","20130220","routine"
39846,"93","20130219","routine"
39862,"92","20130410","routine"
39888,"96","20130327","routine"
39914,"100","20130103","routine"
3993,"96","20130122","routine"
39936,"93","20130503","routine"
39937,"96","20130503","routine"
40000,"92","20130424","routine"
40029,"98","20130205","routine"
40044,"85","20130125","routine"
401,"100","20130228","routine"
40144,"92","20130102","routine"
40150,"93","20130318","routine"
40185,"78","20130311","routine"
40216,"86","20130307","routine"
4025,"84","20130416","routine"
404,"96","20130109","routine"
4055,"98","20130418","routine"
4057,"96","20130509","routine"
4062,"82","20130326","routine"
4063,"96","20130109","routine"
4073,"79","20130128","routine"
4081,"94","20130114","routine"
4085,"90","20130206","routine"
4096,"100","20130326","routine"
4107,"80","20130124","routine"
4108,"94","20130327","routine"
4124,"96","20130201","routine"
4127,"81","20130131","routine"
4128,"88","20130130","routine"
4145,"94","20130424","routine"
415,"87","20130110","routine"
4152,"96","20130315","routine"
4171,"100","20130212","routine"
4184,"100","20130322","routine"
4186,"90","20130314","routine"
4190,"86","20130208","routine"
421,"94","20130510","routine"
4216,"85","20130211","routine"
4217,"89","20130508","routine"
422,"83","20130128","routine"
4231,"98","20130104","routine"
4249,"85","20130308","routine"
4257,"92","20130227","routine"
428,"100","20130314","routine"
4326,"89","20130114","routine"
435,"94","20130415","routine"
4403,"100","20130117","routine"
4404,"100","20130117","routine"
4405,"100","20130117","routine"
4406,"100","20130117","routine"
4407,"100","20130117","routine"
4408,"100","20130117","routine"
4409,"100","20130117","routine"
4410,"100","20130117","routine"
4411,"100","20130117","routine"
4412,"90","20130319","routine"
4420,"75","20130327","routine"
4421,"98","20130419","routine"
4424,"82","20130417","routine"
4425,"87","20130429","routine"
4436,"89","20130103","routine"
444,"90","20130108","routine"
4448,"96","20130226","routine"
4449,"92","20130430","routine"
4456,"100","20130130","routine"
4461,"96","20130207","routine"
4462,"87","20130311","routine"
4465,"96","20130201","routine"
447,"72","20130103","routine"
4474,"98","20130122","routine"
4475,"100","20130129","routine"
448,"88","20130313","routine"
4487,"90","20130319","routine"
4492,"100","20130422","routine"
4500,"96","20130110","routine"
4502,"83","20130409","routine"
4511,"90","20130215","routine"
4512,"100","20130328","routine"
4514,"83","20130423","routine"
4519,"96","20130422","routine"
4530,"100","20130423","routine"
4532,"98","20130319","routine"
4538,"98","20130422","routine"
4539,"96","20130426","routine"
4543,"94","20130409","routine"
4559,"96","20130114","routine"
457,"98","20130213","routine"
4573,"96","20130306","routine"
4586,"94","20130110","routine"
4590,"73","20130313","routine"
4592,"98","20130318","routine"
4593,"94","20130329","routine"
4596,"79","20130123","routine"
4598,"75","20130315","routine"
4610,"90","20130315","routine"
4612,"100","20130313","routine"
4614,"74","20130509","routine"
4618,"96","20130108","routine"
4621,"69","20130314","routine"
4622,"71","20130506","routine"
4623,"96","20130207","routine"
4629,"100","20130424","routine"
463,"94","20130329","routine"
4630,"100","20130213","routine"
4637,"85","20130503","routine"
4638,"78","20130204","routine"
4642,"85","20130129","routine"
4650,"100","20130206","routine"
4651,"100","20130415","routine"
4654,"90","20130221","routine"
4669,"100","20130123","routine"
4671,"100","20130415","routine"
4678,"96","20130423","routine"
4679,"92","20130104","routine"
4681,"93","20130417","routine"
4685,"96","20130326","routine"
4687,"88","20130508","routine"
4690,"84","20130118","routine"
4697,"80","20130318","routine"
470,"89","20130416","routine"
470,"94","20130102","routine"
4700,"96","20130116","routine"
4701,"73","20130419","routine"
4713,"85","20130123","routine"
472,"90","20130314","routine"
4729,"92","20130123","routine"
4732,"92","20130508","routine"
4734,"92","20130111","routine"
4746,"94","20130312","routine"
475,"83","20130208","routine"
4753,"92","20130211","routine"
4755,"96","20130227","routine"
4757,"96","20130227","routine"
4762,"94","20130103","routine"
477,"90","20130226","routine"
4770,"98","20130206","routine"
4787,"91","20130103","routine"
4789,"96","20130221","routine"
479,"98","20130122","routine"
4792,"89","20130206","routine"
4798,"90","20130318","routine"
48,"90","20130327","routine"
480,"88","20130314","routine"
4800,"100","20130319","routine"
4817,"94","20130102","routine"
4819,"100","20130205","routine"
4824,"100","20130110","routine"
4827,"98","20130110","routine"
483,"98","20130328","routine"
4837,"92","20130207","routine"
484,"89","20130122","routine"
4843,"86","20130306","routine"
4844,"96","20130108","routine"
4849,"96","20130326","routine"
485,"92","20130415","routine"
486,"98","20130328","routine"
4864,"87","20130320","routine"
4868,"87","20130502","routine"
4892,"100","20130207","routine"
4896,"98","20130418","routine"
4900,"90","20130213","routine"
4906,"100","20130118","routine"
4911,"94","20130226","routine"
4917,"90","20130117","routine"
4922,"94","20130221","routine"
4923,"100","20130226","routine"
4928,"87","20130227","routine"
4938,"96","20130227","routine"
494,"89","20130109","routine"
4944,"96","20130313","routine"
4945,"92","20130108","routine"
495,"78","20130117","routine"
4952,"100","20130107","routine"
4959,"77","20130513","routine"
4960,"76","20130129","routine"
4963,"71","20130207","routine"
4966,"98","20130424","routine"
4985,"85","20130116","routine"
4992,"98","20130219","routine"
4998,"100","20130403","routine"
4999,"93","20130327","routine"
50,"96","20130328","routine"
500,"72","20130110","routine"
5000,"96","20130327","routine"
5010,"69","20130205","routine"
5016,"83","20130123","routine"
5029,"96","20130327","routine"
5031,"86","20130116","routine"
5032,"100","20130327","routine"
5033,"89","20130118","routine"
5038,"96","20130111","routine"
505,"98","20130204","routine"
5053,"90","20130328","routine"
5054,"100","20130207","routine"
5068,"96","20130312","routine"
507,"100","20130102","routine"
5071,"96","20130322","routine"
5074,"92","20130509","routine"
508,"100","20130206","routine"
5083,"96","20130222","routine"
5084,"94","20130222","routine"
5085,"94","20130222","routine"
509,"85","20130506","routine"
5090,"79","20130325","routine"
5091,"90","20130419","routine"
510,"85","20130501","routine"
5110,"93","20130103","routine"
5118,"96","20130320","routine"
5119,"100","20130215","routine"
5120,"98","20130425","routine"
5124,"94","20130328","routine"
5137,"100","20130213","routine"
5146,"98","20130312","routine"
515,"96","20130425","routine"
5150,"94","20130128","routine"
519,"92","20130111","routine"
5246,"100","20130403","routine"
5252,"96","20130509","routine"
5254,"100","20130415","routine"
5257,"92","20130123","routine"
5266,"88","20130424","routine"
527,"83","20130110","routine"
5281,"98","20130313","routine"
5283,"96","20130206","routine"
5291,"86","20130321","routine"
5297,"100","20130112","routine"
5297,"96","20130501","routine"
5301,"94","20130325","routine"
5331,"100","20130321","routine"
5378,"100","20130314","routine"
538,"86","20130212","routine"
539,"100","20130315","routine"
54,"96","20130326","routine"
5430,"100","20130327","routine"
5434,"96","20130327","routine"
5435,"100","20130326","routine"
5437,"100","20130319","routine"
5437,"100","20130326","routine"
5438,"100","20130326","routine"
5441,"89","20130327","routine"
5448,"100","20130405","routine"
5449,"100","20130405","routine"
5450,"100","20130405","routine"
5451,"100","20130405","routine"
5452,"100","20130405","routine"
5453,"100","20130405","routine"
5454,"100","20130405","routine"
5455,"98","20130405","routine"
5457,"100","20130405","routine"
5458,"100","20130405","routine"
5459,"100","20130405","routine"
5460,"98","20130405","routine"
5461,"96","20130405","routine"
5462,"100","20130405","routine"
5463,"100","20130405","routine"
5464,"96","20130405","routine"
5465,"96","20130405","routine"
5466,"100","20130405","routine"
5467,"86","20130405","routine"
5468,"100","20130405","routine"
5469,"100","20130405","routine"
5470,"96","20130405","routine"
5471,"93","20130405","routine"
5475,"96","20130405","routine"
5476,"100","20130405","routine"
5477,"100","20130405","routine"
5478,"93","20130405","routine"
5479,"92","20130405","routine"
5480,"100","20130405","routine"
5484,"100","20130405","routine"
5485,"100","20130405","routine"
5486,"93","20130405","routine"
5487,"100","20130405","routine"
5488,"100","20130405","routine"
5489,"100","20130405","routine"
5490,"100","20130405","routine"
5491,"100","20130405","routine"
5493,"100","20130405","routine"
5494,"94","20130405","routine"
5495,"100","20130405","routine"
5496,"100","20130405","routine"
5497,"86","20130405","routine"
5498,"96","20130405","routine"
5499,"93","20130405","routine"
5500,"100","20130405","routine"
5501,"100","20130405","routine"
5502,"100","20130405","routine"
5504,"100","20130405","routine"
5505,"96","20130405","routine"
5506,"100","20130405","routine"
5507,"100","20130405","routine"
5509,"100","20130405","routine"
5510,"100","20130405","routine"
5511,"100","20130405","routine"
5519,"92","20130405","routine"
5520,"94","20130405","routine"
5521,"100","20130405","routine"
5522,"100","20130405","routine"
5523,"100","20130405","routine"
5524,"94","20130405","routine"
5528,"100","20130405","routine"
5544,"100","20130405","routine"
5562,"98","20130422","routine"
557,"92","20130214","routine"
558,"88","20130508","routine"
56,"94","20130327","routine"
560,"98","20130326","routine"
5610,"92","20130422","routine"
5613,"96","20130112","routine"
5615,"100","20130112","routine"
5616,"100","20130112","routine"
5617,"98","20130405","routine"
5618,"100","20130405","routine"
5619,"100","20130405","routine"
562,"93","20130328","routine"
5620,"100","20130405","routine"
5621,"96","20130405","routine"
5622,"96","20130405","routine"
5624,"96","20130405","routine"
5626,"96","20130405","routine"
5627,"98","20130405","routine"
5628,"100","20130405","routine"
5629,"98","20130405","routine"
563,"83","20130319","routine"
5630,"96","20130405","routine"
5631,"94","20130405","routine"
5633,"84","20130405","routine"
5634,"87","20130405","routine"
5635,"98","20130405","routine"
5636,"90","20130405","routine"
5637,"87","20130405","routine"
5639,"100","20130405","routine"
5640,"100","20130405","routine"
5641,"100","20130405","routine"
5642,"100","20130405","routine"
5643,"100","20130405","routine"
5644,"96","20130405","routine"
5645,"98","20130405","routine"
5646,"100","20130405","routine"
5647,"98","20130405","routine"
5649,"98","20130405","routine"
5650,"100","20130405","routine"
5651,"100","20130405","routine"
5653,"89","20130328","routine"
5654,"89","20130328","routine"
5655,"100","20130112","routine"
5656,"92","20130112","routine"
5657,"100","20130405","routine"
5658,"100","20130405","routine"
5659,"100","20130112","routine"
5660,"100","20130112","routine"
5662,"100","20130405","routine"
5663,"100","20130112","routine"
5664,"100","20130112","routine"
5665,"100","20130112","routine"
5666,"96","20130112","routine"
5667,"100","20130112","routine"
5669,"100","20130112","routine"
567,"94","20130301","routine"
5670,"100","20130112","routine"
5672,"100","20130112","routine"
5674,"100","20130112","routine"
5675,"100","20130112","routine"
5677,"100","20130112","routine"
5678,"100","20130112","routine"
5679,"96","20130112","routine"
5680,"100","20130112","routine"
5681,"100","20130112","routine"
5682,"96","20130112","routine"
5683,"100","20130112","routine"
5684,"98","20130112","routine"
5685,"100","20130112","routine"
5686,"100","20130112","routine"
5687,"94","20130112","routine"
5688,"96","20130112","routine"
5689,"75","20130112","routine"
5690,"90","20130112","routine"
5691,"96","20130112","routine"
5692,"96","20130112","routine"
5693,"98","20130112","routine"
5694,"100","20130112","routine"
5695,"98","20130112","routine"
5696,"94","20130112","routine"
5697,"100","20130112","routine"
5698,"100","20130112","routine"
5699,"100","20130112","routine"
5700,"100","20130112","routine"
5701,"100","20130112","routine"
5702,"98","20130112","routine"
5703,"98","20130112","routine"
5704,"100","20130112","routine"
5705,"100","20130112","routine"
5706,"100","20130112","routine"
5707,"100","20130112","routine"
5708,"100","20130112","routine"
5709,"100","20130112","routine"
5710,"100","20130112","routine"
5711,"94","20130112","routine"
5712,"100","20130112","routine"
5713,"100","20130112","routine"
5715,"100","20130112","routine"
5716,"100","20130112","routine"
5717,"100","20130112","routine"
5718,"100","20130112","routine"
5719,"100","20130112","routine"
5720,"100","20130112","routine"
5721,"100","20130112","routine"
5722,"100","20130112","routine"
5723,"98","20130112","routine"
5724,"100","20130112","routine"
5725,"93","20130112","routine"
5726,"100","20130112","routine"
5727,"100","20130112","routine"
5730,"100","20130112","routine"
5731,"98","20130112","routine"
5740,"96","20130112","routine"
5741,"98","20130112","routine"
5742,"98","20130112","routine"
5744,"98","20130227","routine"
57552,"71","20130220","routine"
57584,"70","20130415","routine"
57601,"100","20130116","routine"
57606,"89","20130501","routine"
57623,"100","20130313","routine"
57630,"98","20130109","routine"
57653,"92","20130118","routine"
5767,"94","20130226","routine"
57702,"88","20130327","routine"
57732,"96","20130221","routine"
57751,"92","20130207","routine"
57755,"92","20130111","routine"
5779,"98","20130311","routine"
5786,"96","20130425","routine"
5787,"100","20130509","routine"
5789,"100","20130509","routine"
5790,"100","20130513","routine"
5791,"100","20130513","routine"
5792,"100","20130513","routine"
5796,"98","20130401","routine"
5797,"100","20130401","routine"
58,"100","20130207","routine"
5800,"100","20130208","routine"
5801,"100","20130315","routine"
5802,"100","20130322","routine"
5803,"100","20130401","routine"
5804,"100","20130318","routine"
5805,"98","20130409","routine"
5807,"98","20130409","routine"
5808,"100","20130508","routine"
581,"85","20130123","routine"
5810,"96","20130508","routine"
5811,"94","20130426","routine"
5814,"98","20130425","routine"
5815,"89","20130426","routine"
5817,"100","20130322","routine"
5818,"94","20130423","routine"
5819,"98","20130412","routine"
5820,"98","20130425","routine"
5821,"74","20130322","routine"
5823,"89","20130307","routine"
5824,"94","20130320","routine"
5825,"100","20130412","routine"
5827,"92","20130402","routine"
5828,"100","20130405","routine"
5829,"100","20130513","routine"
5830,"100","20130219","routine"
5831,"96","20130502","routine"
5834,"100","20130304","routine"
5837,"94","20130404","routine"
5838,"92","20130419","routine"
5841,"90","20130403","routine"
5842,"93","20130419","routine"
5843,"100","20130118","routine"
5844,"89","20130417","routine"
5851,"94","20130405","routine"
5852,"100","20130307","routine"
5853,"100","20130424","routine"
5854,"100","20130221","routine"
5855,"94","20130305","routine"
5856,"96","20130110","routine"
58573,"92","20130403","routine"
58576,"86","20130424","routine"
5858,"89","20130307","routine"
5859,"100","20130501","routine"
5860,"100","20130412","routine"
5861,"100","20130307","routine"
58610,"89","20130404","routine"
5862,"100","20130402","routine"
5863,"96","20130305","routine"
58637,"90","20130422","routine"
5864,"96","20130313","routine"
5866,"89","20130307","routine"
5867,"100","20130307","routine"
5868,"91","20130430","routine"
587,"84","20130221","routine"
58701,"100","20130319","routine"
5871,"87","20130322","routine"
58735,"80","20130206","routine"
5874,"100","20130304","routine"
5876,"92","20130415","routine"
5877,"92","20130222","routine"
58781,"100","20130215","routine"
58796,"86","20130404","routine"
5880,"91","20130222","routine"
5881,"96","20130207","routine"
5883,"96","20130220","routine"
5884,"96","20130225","routine"
5885,"100","20130208","routine"
58850,"94","20130220","routine"
5886,"96","20130215","routine"
5888,"87","20130320","routine"
5889,"96","20130304","routine"
589,"90","20130506","routine"
58922,"88","20130109","routine"
5893,"98","20130401","routine"
5894,"100","20130314","routine"
5895,"93","20130305","routine"
5897,"100","20130304","routine"
5898,"93","20130314","routine"
5901,"93","20130222","routine"
59019,"92","20130301","routine"
5902,"90","20130227","routine"
59023,"83","20130102","routine"
5903,"100","20130220","routine"
59040,"92","20130221","routine"
59041,"90","20130417","routine"
59044,"88","20130311","routine"
5905,"89","20130222","routine"
59065,"100","20130109","routine"
59066,"98","20130220","routine"
5907,"96","20130222","routine"
5908,"100","20130226","routine"
59082,"92","20130212","routine"
5912,"96","20130502","routine"
59124,"100","20130117","routine"
5913,"74","20130301","routine"
59141,"98","20130109","routine"
5915,"100","20130315","routine"
59153,"94","20130211","routine"
59154,"94","20130109","routine"
5916,"96","20130111","routine"
59178,"70","20130501","routine"
5919,"100","20130426","routine"
59201,"100","20130131","routine"
59215,"96","20130124","routine"
59242,"100","20130227","routine"
5925,"96","20130410","routine"
59250,"78","20130107","routine"
5926,"98","20130509","routine"
5927,"96","20130403","routine"
59289,"86","20130304","routine"
59316,"98","20130116","routine"
5933,"100","20130405","routine"
59331,"98","20130208","routine"
59338,"74","20130507","routine"
5937,"92","20130226","routine"
59372,"100","20130128","routine"
59374,"79","20130501","routine"
5938,"88","20130212","routine"
5940,"92","20130227","routine"
59407,"82","20130122","routine"
5942,"100","20130412","routine"
5946,"100","20130212","routine"
59464,"100","20130317","routine"
595,"68","20130130","routine"
5950,"96","20130410","routine"
59515,"84","20130313","routine"
59520,"100","20130201","routine"
5953,"100","20130416","routine"
59543,"94","20130122","routine"
5955,"92","20130501","routine"
59553,"94","20130311","routine"
59574,"79","20130409","routine"
59577,"87","20130320","routine"
5958,"100","20130426","routine"
5960,"98","20130425","routine"
5961,"98","20130222","routine"
5962,"98","20130222","routine"
59621,"87","20130108","routine"
59637,"100","20130116","routine"
5966,"100","20130208","routine"
5969,"90","20130228","routine"
59691,"90","20130212","routine"
59727,"80","20130122","routine"
59744,"96","20130124","routine"
5975,"92","20130201","routine"
5976,"100","20130315","routine"
59760,"94","20130311","routine"
59761,"90","20130329","routine"
5982,"96","20130111","routine"
59826,"84","20130108","routine"
59832,"100","20130227","routine"
59833,"96","20130307","routine"
5985,"100","20130308","routine"
59851,"88","20130211","routine"
5986,"100","20130419","routine"
59872,"88","20130115","routine"
5988,"98","20130419","routine"
59896,"94","20130118","routine"
5990,"98","20130403","routine"
5991,"98","20130228","routine"
5992,"98","20130129","routine"
59935,"100","20130207","routine"
5994,"98","20130130","routine"
5995,"96","20130313","routine"
5997,"98","20130403","routine"
59972,"90","20130308","routine"
5998,"98","20130116","routine"
59986,"100","20130201","routine"
59987,"100","20130201","routine"
6000,"100","20130128","routine"
6001,"96","20130109","routine"
60026,"98","20130325","routine"
60067,"98","20130422","routine"
60114,"96","20130430","routine"
60115,"71","20130125","routine"
60123,"100","20130419","routine"
6018,"98","20130225","routine"
60186,"100","20130210","routine"
6019,"100","20130212","routine"
60208,"86","20130111","routine"
60230,"92","20130415","routine"
60240,"100","20130210","routine"
60241,"100","20130210","routine"
60254,"94","20130325","routine"
6029,"100","20130326","routine"
60292,"98","20130314","routine"
6030,"98","20130131","routine"
60300,"87","20130110","routine"
60318,"96","20130307","routine"
6032,"100","20130128","routine"
60334,"94","20130513","routine"
60345,"92","20130410","routine"
60349,"89","20130128","routine"
60354,"94","20130211","routine"
60355,"85","20130418","routine"
60365,"92","20130424","routine"
60380,"100","20130124","routine"
60464,"82","20130215","routine"
60467,"100","20130128","routine"
60469,"94","20130227","routine"
60475,"90","20130308","routine"
60484,"74","20130314","routine"
60486,"96","20130327","routine"
60518,"93","20130415","routine"
60544,"92","20130123","routine"
60547,"96","20130318","routine"
60548,"100","20130318","routine"
60555,"94","20130318","routine"
60561,"94","20130211","routine"
606,"90","20130409","routine"
60612,"100","20130115","routine"
60616,"92","20130404","routine"
60625,"100","20130510","routine"
60628,"93","20130116","routine"
60632,"100","20130210","routine"
60633,"100","20130131","routine"
60644,"100","20130314","routine"
60662,"92","20130114","routine"
60697,"94","20130424","routine"
60744,"93","20130115","routine"
60754,"77","20130501","routine"
60755,"69","20130213","routine"
60756,"96","20130326","routine"
60786,"96","20130325","routine"
60787,"98","20130103","routine"
60789,"98","20130419","routine"
60855,"80","20130403","routine"
60867,"88","20130221","routine"
60898,"94","20130503","routine"
60933,"85","20130226","routine"
60936,"92","20130426","routine"
60985,"75","20130422","routine"
61,"96","20130329","routine"
610,"90","20130207","routine"
61001,"100","20130212","routine"
61010,"98","20130104","routine"
61056,"96","20130212","routine"
61073,"98","20130422","routine"
61109,"98","20130227","routine"
61120,"100","20130210","routine"
61123,"100","20130131","routine"
61135,"84","20130225","routine"
61136,"92","20130115","routine"
61180,"68","20130125","routine"
61285,"100","20130405","routine"
61302,"100","20130425","routine"
61324,"79","20130422","routine"
61326,"100","20130118","routine"
61328,"100","20130318","routine"
61336,"100","20130227","routine"
61388,"86","20130212","routine"
61389,"64","20130415","routine"
61391,"56","20130313","routine"
61427,"94","20130329","routine"
61436,"78","20130220","routine"
61438,"81","20130312","routine"
61457,"100","20130509","routine"
61492,"98","20130103","routine"
61493,"96","20130507","routine"
61493,"98","20130110","routine"
61499,"93","20130207","routine"
615,"92","20130411","routine"
61504,"74","20130404","routine"
61512,"98","20130118","routine"
61516,"96","20130503","routine"
61563,"100","20130426","routine"
61577,"81","20130318","routine"
61578,"90","20130307","routine"
61579,"85","20130312","routine"
61592,"92","20130109","routine"
61595,"96","20130122","routine"
616,"98","20130320","routine"
61602,"89","20130104","routine"
61612,"100","20130124","routine"
61623,"100","20130212","routine"
61641,"100","20130319","routine"
61669,"100","20130214","routine"
61728,"96","20130124","routine"
61736,"92","20130417","routine"
61771,"96","20130425","routine"
61799,"80","20130416","routine"
61802,"92","20130204","routine"
61816,"86","20130122","routine"
61823,"81","20130131","routine"
61854,"56","20130318","routine"
61861,"94","20130423","routine"
619,"93","20130116","routine"
61905,"96","20130221","routine"
61915,"85","20130404","routine"
61958,"92","20130220","routine"
61969,"82","20130415","routine"
62000,"83","20130501","routine"
62010,"100","20130509","routine"
62057,"72","20130128","routine"
62064,"79","20130211","routine"
62069,"90","20130326","routine"
62071,"100","20130314","routine"
62118,"100","20130329","routine"
62140,"94","20130110","routine"
62178,"90","20130226","routine"
62179,"82","20130213","routine"
62251,"100","20130403","routine"
62277,"94","20130325","routine"
62288,"92","20130129","routine"
62298,"92","20130108","routine"
62302,"70","20130321","routine"
62316,"96","20130430","routine"
62330,"72","20130429","routine"
62357,"81","20130129","routine"
62358,"100","20130220","routine"
62362,"100","20130418","routine"
62362,"90","20130321","routine"
62419,"100","20130307","routine"
62443,"84","20130410","routine"
62445,"96","20130416","routine"
62455,"100","20130210","routine"
62462,"90","20130419","routine"
625,"90","20130220","routine"
62526,"100","20130318","routine"
62532,"94","20130429","routine"
62548,"91","20130110","routine"
62550,"94","20130423","routine"
62551,"94","20130423","routine"
62552,"94","20130423","routine"
62560,"98","20130207","routine"
62561,"100","20130312","routine"
62573,"100","20130125","routine"
62573,"91","20130204","routine"
62597,"71","20130114","routine"
62632,"83","20130110","routine"
62658,"100","20130210","routine"
62670,"92","20130508","routine"
62671,"83","20130315","routine"
62688,"87","20130211","routine"
62699,"96","20130118","routine"
62708,"84","20130508","routine"
62730,"94","20130129","routine"
62746,"90","20130325","routine"
62769,"69","20130423","routine"
62771,"100","20130327","routine"
62772,"96","20130115","routine"
62775,"94","20130503","routine"
62780,"100","20130204","routine"
62797,"98","20130107","routine"
628,"96","20130122","routine"
62814,"94","20130201","routine"
62824,"90","20130306","routine"
62834,"94","20130312","routine"
62882,"74","20130415","routine"
62889,"100","20130508","routine"
62896,"100","20130508","routine"
62904,"86","20130305","routine"
62915,"69","20130410","routine"
62921,"92","20130103","routine"
